id,target
440,Airplane
441,Bird
442,Bird
443,Airplane
444,Bird
445,Airplane
446,Bird
447,Bird
448,Airplane
449,Airplane
450,Airplane
451,Airplane
452,Airplane
453,Airplane
454,Bird
455,Airplane
456,Airplane
457,Airplane
458,Airplane
459,Bird
460,Airplane
461,Airplane
462,Airplane
463,Airplane
464,Bird
465,Airplane
466,Bird
467,Bird
468,Bird
469,Bird
470,Bird
471,Airplane
472,Bird
473,Bird
474,Bird
475,Bird
476,Bird
477,Bird
478,Bird
479,Bird
480,Airplane
481,Airplane
482,Bird
483,Airplane
484,Bird
485,Airplane
486,Bird
487,Airplane
488,Bird
489,Bird
490,Bird
491,Bird
492,Airplane
493,Airplane
494,Bird
495,Bird
496,Airplane
497,Bird
498,Bird
499,Airplane
500,Bird
501,Bird
502,Bird
503,Airplane
504,Bird
505,Airplane
506,Airplane
507,Bird
508,Airplane
509,Bird
510,Airplane
511,Bird
512,Airplane
513,Airplane
514,Airplane
515,Airplane
516,Bird
517,Bird
518,Bird
519,Airplane
520,Bird
521,Bird
522,Bird
523,Airplane
524,Airplane
525,Bird
526,Bird
527,Airplane
528,Bird
529,Airplane
530,Airplane
531,Airplane
532,Airplane
533,Bird
534,Bird
535,Airplane
536,Airplane
537,Bird
538,Airplane
539,Bird
540,Bird
541,Bird
542,Airplane
543,Bird
544,Bird
545,Airplane
546,Bird
547,Airplane
548,Airplane
549,Airplane
550,Airplane
551,Bird
552,Bird
553,Airplane
554,Airplane
555,Airplane
556,Airplane
557,Bird
558,Bird
559,Bird
560,Airplane
561,Airplane
562,Airplane
563,Airplane
564,Airplane
565,Airplane
566,Airplane
567,Bird
568,Airplane
569,Bird
570,Airplane
571,Bird
572,Bird
573,Airplane
574,Bird
575,Airplane
576,Airplane
577,Airplane
578,Airplane
579,Bird
580,Airplane
581,Bird
582,Bird
583,Airplane
584,Airplane
585,Bird
586,Airplane
587,Bird
588,Bird
589,Airplane
590,Airplane
591,Bird
592,Airplane
593,Airplane
594,Airplane
595,Airplane
596,Bird
597,Airplane
598,Airplane
599,Bird
600,Airplane
601,Airplane
602,Bird
603,Bird
604,Airplane
605,Airplane
606,Airplane
607,Bird
608,Airplane
609,Bird
610,Bird
611,Airplane
612,Bird
613,Bird
614,Airplane
615,Airplane
616,Airplane
617,Bird
618,Bird
619,Airplane
620,Bird
621,Bird
622,Bird
623,Bird
624,Airplane
625,Bird
626,Airplane
627,Bird
628,Bird
629,Airplane
630,Airplane
631,Airplane
632,Bird
633,Airplane
634,Airplane
635,Airplane
636,Bird
637,Airplane
638,Airplane
639,Airplane
640,Bird
641,Bird
642,Airplane
643,Bird
644,Bird
645,Airplane
646,Airplane
647,Bird
648,Airplane
649,Airplane
650,Bird
651,Bird
652,Airplane
653,Airplane
654,Bird
655,Bird
656,Bird
657,Bird
658,Bird
659,Airplane
660,Bird
661,Bird
662,Bird
663,Airplane
664,Airplane
665,Airplane
666,Bird
667,Bird
668,Bird
669,Bird
670,Airplane
671,Bird
672,Bird
673,Airplane
674,Bird
675,Bird
676,Bird
677,Airplane
678,Bird
679,Bird
680,Bird
681,Airplane
682,Airplane
683,Bird
684,Bird
685,Airplane
686,Airplane
687,Bird
688,Airplane
689,Bird
690,Airplane
691,Bird
692,Airplane
693,Airplane
694,Bird
695,Airplane
696,Airplane
697,Bird
698,Airplane
699,Airplane
700,Airplane
701,Bird
702,Bird
703,Bird
704,Bird
705,Bird
706,Airplane
707,Bird
708,Bird
709,Bird
710,Bird
711,Bird
712,Bird
713,Bird
714,Bird
715,Airplane
716,Airplane
717,Airplane
718,Airplane
719,Airplane
720,Bird
721,Airplane
722,Airplane
723,Bird
724,Airplane
725,Airplane
726,Airplane
727,Airplane
728,Airplane
729,Bird
730,Bird
731,Airplane
732,Airplane
733,Airplane
734,Airplane
735,Airplane
736,Bird
737,Bird
738,Bird
739,Airplane
740,Bird
741,Airplane
742,Bird
743,Airplane
744,Bird
745,Airplane
746,Airplane
747,Bird
748,Airplane
749,Bird
750,Airplane
751,Bird
752,Bird
753,Bird
754,Airplane
755,Airplane
756,Airplane
757,Airplane
758,Bird
759,Bird
760,Airplane
761,Bird
762,Bird
763,Bird
764,Airplane
765,Bird
766,Airplane
767,Bird
768,Bird
769,Airplane
770,Bird
771,Bird
772,Airplane
773,Bird
774,Airplane
775,Airplane
776,Airplane
777,Bird
778,Airplane
779,Bird
780,Bird
781,Airplane
782,Bird
783,Bird
784,Airplane
785,Airplane
786,Airplane
787,Bird
788,Bird
789,Bird
790,Airplane
791,Bird
792,Airplane
793,Airplane
794,Airplane
795,Bird
796,Bird
797,Airplane
798,Airplane
799,Bird
800,Bird
801,Airplane
802,Airplane
803,Bird
804,Bird
805,Airplane
806,Airplane
807,Bird
808,Bird
809,Airplane
810,Airplane
811,Bird
812,Bird
813,Airplane
814,Bird
815,Airplane
816,Airplane
817,Bird
818,Bird
819,Bird
820,Airplane
821,Airplane
822,Bird
823,Airplane
824,Airplane
825,Bird
826,Airplane
827,Bird
828,Airplane
829,Bird
830,Bird
831,Bird
832,Airplane
833,Airplane
834,Airplane
835,Bird
836,Airplane
837,Bird
838,Airplane
839,Bird
840,Bird
841,Airplane
842,Airplane
843,Airplane
844,Airplane
845,Bird
846,Bird
847,Bird
848,Airplane
849,Airplane
850,Bird
851,Bird
852,Airplane
853,Bird
854,Airplane
855,Airplane
856,Airplane
857,Bird
858,Bird
859,Airplane
860,Airplane
861,Bird
862,Bird
863,Bird
864,Airplane
865,Airplane
866,Bird
867,Airplane
868,Bird
869,Bird
870,Airplane
871,Airplane
872,Airplane
873,Bird
874,Bird
875,Airplane
876,Bird
877,Airplane
878,Airplane
879,Airplane
880,Bird
881,Airplane
882,Bird
883,Airplane
884,Airplane
885,Airplane
886,Airplane
887,Bird
888,Airplane
889,Bird
890,Airplane
891,Airplane
892,Airplane
893,Bird
894,Airplane
895,Airplane
896,Bird
897,Airplane
898,Airplane
899,Bird
900,Airplane
901,Bird
902,Bird
903,Bird
904,Bird
905,Airplane
906,Bird
907,Bird
908,Bird
909,Airplane
910,Airplane
911,Airplane
912,Airplane
913,Bird
914,Airplane
915,Bird
916,Bird
917,Bird
918,Airplane
919,Bird
920,Bird
921,Bird
922,Airplane
923,Bird
924,Bird
925,Bird
926,Bird
927,Airplane
928,Airplane
929,Airplane
930,Bird
931,Bird
932,Airplane
933,Airplane
934,Airplane
935,Airplane
936,Airplane
937,Bird
938,Bird
939,Bird
940,Bird
941,Bird
942,Bird
943,Bird
944,Bird
945,Bird
946,Bird
947,Bird
948,Bird
949,Airplane
950,Airplane
951,Airplane
952,Airplane
953,Airplane
954,Airplane
955,Bird
956,Bird
957,Airplane
958,Bird
959,Bird
960,Airplane
961,Bird
962,Bird
963,Bird
964,Airplane
965,Airplane
966,Bird
967,Airplane
968,Bird
969,Bird
970,Airplane
971,Airplane
972,Airplane
973,Bird
974,Airplane
975,Airplane
976,Bird
977,Airplane
978,Airplane
979,Airplane
980,Bird
981,Bird
982,Bird
983,Bird
984,Airplane
985,Bird
986,Bird
987,Bird
988,Bird
989,Bird
990,Airplane
991,Bird
992,Airplane
993,Airplane
994,Airplane
995,Bird
996,Airplane
997,Bird
998,Bird
999,Airplane
1000,Airplane
1001,Bird
1002,Airplane
1003,Airplane
1004,Bird
1005,Airplane
1006,Airplane
1007,Bird
1008,Airplane
1009,Bird
1010,Airplane
1011,Airplane
1012,Bird
1013,Bird
1014,Bird
1015,Bird
1016,Airplane
1017,Bird
1018,Airplane
1019,Airplane
1020,Bird
1021,Bird
1022,Bird
1023,Airplane
1024,Airplane
1025,Airplane
1026,Bird
1027,Airplane
1028,Bird
1029,Bird
1030,Airplane
1031,Bird
1032,Bird
1033,Bird
1034,Bird
1035,Bird
1036,Airplane
1037,Airplane
1038,Bird
1039,Bird
1040,Airplane
1041,Bird
1042,Bird
1043,Airplane
1044,Bird
1045,Airplane
1046,Airplane
1047,Airplane
1048,Airplane
1049,Airplane
1050,Airplane
1051,Bird
1052,Airplane
1053,Airplane
1054,Bird
1055,Airplane
1056,Bird
1057,Airplane
1058,Airplane
1059,Bird
1060,Bird
1061,Bird
1062,Airplane
1063,Bird
1064,Airplane
1065,Bird
1066,Bird
1067,Bird
1068,Bird
1069,Airplane
1070,Airplane
1071,Bird
1072,Bird
1073,Airplane
1074,Bird
1075,Airplane
1076,Airplane
1077,Bird
1078,Bird
1079,Airplane
1080,Bird
1081,Bird
1082,Bird
1083,Airplane
1084,Airplane
1085,Bird
1086,Airplane
1087,Airplane
1088,Airplane
1089,Airplane
1090,Bird
1091,Bird
1092,Airplane
1093,Bird
1094,Airplane
1095,Airplane
1096,Airplane
1097,Airplane
1098,Airplane
1099,Bird
1100,Airplane
1101,Bird
1102,Bird
1103,Bird
1104,Bird
1105,Airplane
1106,Airplane
1107,Airplane
1108,Airplane
1109,Bird
1110,Bird
1111,Bird
1112,Bird
1113,Airplane
1114,Airplane
1115,Airplane
1116,Airplane
1117,Airplane
1118,Airplane
1119,Bird
1120,Bird
1121,Bird
1122,Airplane
1123,Airplane
1124,Bird
1125,Airplane
1126,Bird
1127,Airplane
1128,Bird
1129,Bird
1130,Airplane
1131,Bird
1132,Bird
1133,Airplane
1134,Bird
1135,Bird
1136,Airplane
1137,Bird
1138,Airplane
1139,Bird
1140,Bird
1141,Bird
1142,Bird
1143,Bird
1144,Airplane
1145,Airplane
1146,Airplane
1147,Airplane
1148,Airplane
1149,Bird
1150,Airplane
1151,Airplane
1152,Airplane
1153,Bird
1154,Airplane
1155,Airplane
1156,Airplane
1157,Bird
1158,Airplane
1159,Airplane
1160,Airplane
1161,Bird
1162,Bird
1163,Airplane
1164,Bird
1165,Bird
1166,Airplane
1167,Airplane
1168,Bird
1169,Airplane
1170,Bird
1171,Airplane
1172,Airplane
1173,Bird
1174,Airplane
1175,Airplane
1176,Airplane
1177,Airplane
1178,Airplane
1179,Bird
1180,Bird
1181,Airplane
1182,Bird
1183,Bird
1184,Bird
1185,Airplane
1186,Airplane
1187,Bird
1188,Airplane
1189,Airplane
1190,Airplane
1191,Bird
1192,Bird
1193,Airplane
1194,Bird
1195,Bird
1196,Airplane
1197,Bird
1198,Airplane
1199,Airplane
1200,Bird
1201,Airplane
1202,Airplane
1203,Bird
1204,Bird
1205,Airplane
1206,Airplane
1207,Bird
1208,Airplane
1209,Bird
1210,Airplane
1211,Airplane
1212,Airplane
1213,Bird
1214,Airplane
1215,Airplane
1216,Airplane
1217,Airplane
1218,Airplane
1219,Bird
1220,Airplane
1221,Airplane
1222,Airplane
1223,Bird
1224,Bird
1225,Airplane
1226,Airplane
1227,Bird
1228,Airplane
1229,Airplane
1230,Airplane
1231,Bird
1232,Airplane
1233,Bird
1234,Airplane
1235,Airplane
1236,Bird
1237,Airplane
1238,Bird
1239,Bird
1240,Airplane
1241,Airplane
1242,Airplane
1243,Bird
1244,Bird
1245,Airplane
1246,Bird
1247,Bird
1248,Airplane
1249,Airplane
1250,Bird
1251,Bird
1252,Airplane
1253,Bird
1254,Airplane
1255,Bird
1256,Bird
1257,Bird
1258,Bird
1259,Bird
1260,Bird
1261,Airplane
1262,Airplane
1263,Airplane
1264,Airplane
1265,Airplane
1266,Bird
1267,Airplane
1268,Airplane
1269,Bird
1270,Airplane
1271,Airplane
1272,Bird
1273,Airplane
1274,Bird
1275,Bird
1276,Airplane
1277,Airplane
1278,Airplane
1279,Airplane
1280,Bird
1281,Bird
1282,Airplane
1283,Airplane
1284,Bird
1285,Bird
1286,Airplane
1287,Bird
1288,Airplane
1289,Airplane
1290,Bird
1291,Airplane
1292,Airplane
1293,Bird
1294,Bird
1295,Bird
1296,Airplane
1297,Airplane
1298,Airplane
1299,Bird
1300,Airplane
1301,Bird
1302,Bird
1303,Airplane
1304,Airplane
1305,Bird
1306,Airplane
1307,Bird
1308,Bird
1309,Bird
1310,Airplane
1311,Airplane
1312,Bird
1313,Airplane
1314,Bird
1315,Airplane
1316,Airplane
1317,Bird
1318,Airplane
1319,Airplane
1320,Bird
1321,Bird
1322,Airplane
1323,Airplane
1324,Bird
1325,Bird
1326,Bird
1327,Airplane
1328,Airplane
1329,Airplane
1330,Airplane
1331,Airplane
1332,Airplane
1333,Airplane
1334,Airplane
1335,Airplane
1336,Bird
1337,Airplane
1338,Airplane
1339,Bird
1340,Airplane
1341,Bird
1342,Airplane
1343,Airplane
1344,Bird
1345,Bird
1346,Airplane
1347,Airplane
1348,Bird
1349,Airplane
1350,Airplane
1351,Bird
1352,Airplane
1353,Bird
1354,Airplane
1355,Airplane
1356,Bird
1357,Bird
1358,Airplane
1359,Bird
1360,Airplane
1361,Bird
1362,Bird
1363,Bird
1364,Airplane
1365,Airplane
1366,Airplane
1367,Bird
1368,Bird
1369,Bird
1370,Airplane
1371,Airplane
1372,Airplane
1373,Bird
1374,Airplane
1375,Airplane
1376,Airplane
1377,Airplane
1378,Bird
1379,Bird
1380,Airplane
1381,Bird
1382,Airplane
1383,Airplane
1384,Airplane
1385,Airplane
1386,Bird
1387,Bird
1388,Airplane
1389,Airplane
1390,Airplane
1391,Bird
1392,Airplane
1393,Airplane
1394,Airplane
1395,Airplane
1396,Bird
1397,Airplane
1398,Airplane
1399,Airplane
1400,Bird
1401,Airplane
1402,Bird
1403,Bird
1404,Bird
1405,Airplane
1406,Airplane
1407,Airplane
1408,Bird
1409,Bird
1410,Airplane
1411,Airplane
1412,Bird
1413,Bird
1414,Airplane
1415,Bird
1416,Airplane
1417,Bird
1418,Bird
1419,Bird
1420,Airplane
1421,Airplane
1422,Bird
1423,Airplane
1424,Bird
1425,Bird
1426,Bird
1427,Airplane
1428,Airplane
1429,Airplane
1430,Bird
1431,Airplane
1432,Airplane
1433,Airplane
1434,Airplane
1435,Airplane
1436,Bird
1437,Airplane
1438,Airplane
1439,Bird
1440,Bird
1441,Airplane
1442,Bird
1443,Airplane
1444,Bird
1445,Bird
1446,Airplane
1447,Bird
1448,Bird
1449,Airplane
1450,Airplane
1451,Airplane
1452,Airplane
1453,Bird
1454,Bird
1455,Airplane
1456,Airplane
1457,Airplane
1458,Bird
1459,Airplane
1460,Airplane
1461,Airplane
1462,Bird
1463,Airplane
1464,Bird
1465,Airplane
1466,Bird
1467,Airplane
1468,Bird
1469,Airplane
1470,Airplane
1471,Bird
1472,Airplane
1473,Bird
1474,Bird
1475,Bird
1476,Airplane
1477,Airplane
1478,Airplane
1479,Airplane
1480,Bird
1481,Airplane
1482,Airplane
1483,Bird
1484,Airplane
1485,Bird
1486,Bird
1487,Bird
1488,Bird
1489,Airplane
1490,Bird
1491,Airplane
1492,Bird
1493,Airplane
1494,Bird
1495,Airplane
1496,Airplane
1497,Airplane
1498,Airplane
1499,Bird
1500,Bird
1501,Airplane
1502,Airplane
1503,Airplane
1504,Bird
1505,Bird
1506,Bird
1507,Airplane
1508,Bird
1509,Airplane
1510,Bird
1511,Airplane
1512,Bird
1513,Bird
1514,Bird
1515,Airplane
1516,Airplane
1517,Airplane
1518,Bird
1519,Bird
1520,Airplane
1521,Airplane
1522,Airplane
1523,Bird
1524,Bird
1525,Airplane
1526,Bird
1527,Bird
1528,Bird
1529,Bird
1530,Bird
1531,Airplane
1532,Airplane
1533,Bird
1534,Airplane
1535,Airplane
1536,Airplane
1537,Bird
1538,Airplane
1539,Airplane
1540,Bird
1541,Airplane
1542,Airplane
1543,Bird
1544,Bird
1545,Bird
1546,Airplane
1547,Bird
1548,Airplane
1549,Bird
1550,Airplane
1551,Airplane
1552,Bird
1553,Bird
1554,Bird
1555,Bird
1556,Bird
1557,Airplane
1558,Bird
1559,Bird
1560,Bird
1561,Bird
1562,Bird
1563,Airplane
1564,Bird
1565,Airplane
1566,Airplane
1567,Airplane
1568,Airplane
1569,Bird
1570,Bird
1571,Bird
1572,Bird
1573,Airplane
1574,Airplane
1575,Bird
1576,Bird
1577,Bird
1578,Airplane
1579,Bird
1580,Bird
1581,Airplane
1582,Airplane
1583,Airplane
1584,Airplane
1585,Airplane
1586,Bird
1587,Airplane
1588,Bird
1589,Bird
1590,Airplane
1591,Bird
1592,Bird
1593,Airplane
1594,Airplane
1595,Bird
1596,Bird
1597,Airplane
1598,Airplane
1599,Airplane
1600,Bird
1601,Bird
1602,Airplane
1603,Bird
1604,Bird
1605,Airplane
1606,Bird
1607,Airplane
1608,Bird
1609,Airplane
1610,Airplane
1611,Airplane
1612,Airplane
1613,Bird
1614,Airplane
1615,Bird
1616,Airplane
1617,Bird
1618,Bird
1619,Bird
1620,Bird
1621,Airplane
1622,Bird
1623,Airplane
1624,Bird
1625,Airplane
1626,Airplane
1627,Airplane
1628,Airplane
1629,Airplane
1630,Airplane
1631,Airplane
1632,Airplane
1633,Airplane
1634,Airplane
1635,Airplane
1636,Bird
1637,Bird
1638,Airplane
1639,Airplane
1640,Bird
1641,Airplane
1642,Airplane
1643,Airplane
1644,Bird
1645,Airplane
1646,Airplane
1647,Airplane
1648,Bird
1649,Bird
1650,Airplane
1651,Airplane
1652,Airplane
1653,Airplane
1654,Airplane
1655,Bird
1656,Airplane
1657,Airplane
1658,Bird
1659,Bird
1660,Bird
1661,Bird
1662,Bird
1663,Bird
1664,Airplane
1665,Airplane
1666,Bird
1667,Bird
1668,Airplane
1669,Bird
1670,Bird
1671,Airplane
1672,Bird
1673,Airplane
1674,Airplane
1675,Bird
1676,Airplane
1677,Airplane
1678,Bird
1679,Bird
1680,Airplane
1681,Airplane
1682,Bird
1683,Bird
1684,Bird
1685,Airplane
1686,Bird
1687,Airplane
1688,Bird
1689,Airplane
1690,Bird
1691,Airplane
1692,Bird
1693,Airplane
1694,Bird
1695,Airplane
1696,Airplane
1697,Bird
1698,Airplane
1699,Airplane
1700,Airplane
1701,Airplane
1702,Airplane
1703,Airplane
1704,Bird
1705,Airplane
1706,Airplane
1707,Bird
1708,Bird
1709,Airplane
1710,Airplane
1711,Bird
1712,Airplane
1713,Airplane
1714,Airplane
1715,Airplane
1716,Airplane
1717,Bird
1718,Airplane
1719,Airplane
1720,Airplane
1721,Bird
1722,Bird
1723,Airplane
1724,Airplane
1725,Airplane
1726,Airplane
1727,Airplane
1728,Bird
1729,Airplane
1730,Airplane
1731,Airplane
1732,Bird
1733,Airplane
1734,Airplane
1735,Airplane
1736,Bird
1737,Airplane
1738,Airplane
1739,Bird
1740,Airplane
1741,Bird
1742,Bird
1743,Bird
1744,Airplane
1745,Airplane
1746,Bird
1747,Bird
1748,Bird
1749,Airplane
1750,Bird
1751,Bird
1752,Airplane
1753,Bird
1754,Airplane
1755,Airplane
1756,Bird
1757,Bird
1758,Airplane
1759,Bird
1760,Airplane
1761,Airplane
1762,Airplane
1763,Bird
1764,Bird
1765,Airplane
1766,Bird
1767,Airplane
1768,Airplane
1769,Bird
1770,Airplane
1771,Airplane
1772,Bird
1773,Bird
1774,Airplane
1775,Airplane
1776,Airplane
1777,Airplane
1778,Airplane
1779,Bird
1780,Airplane
1781,Airplane
1782,Bird
1783,Airplane
1784,Airplane
1785,Airplane
1786,Airplane
1787,Airplane
1788,Airplane
1789,Bird
1790,Bird
1791,Bird
1792,Bird
1793,Bird
1794,Bird
1795,Airplane
1796,Airplane
1797,Airplane
1798,Airplane
1799,Airplane
1800,Airplane
1801,Bird
1802,Airplane
1803,Bird
1804,Airplane
1805,Bird
1806,Bird
1807,Airplane
1808,Airplane
1809,Bird
1810,Bird
1811,Bird
1812,Bird
1813,Airplane
1814,Bird
1815,Airplane
1816,Airplane
1817,Bird
1818,Airplane
1819,Bird
1820,Airplane
1821,Bird
1822,Bird
1823,Airplane
1824,Bird
1825,Bird
1826,Airplane
1827,Airplane
1828,Bird
1829,Bird
1830,Airplane
1831,Airplane
1832,Bird
1833,Airplane
1834,Airplane
1835,Bird
1836,Bird
1837,Airplane
1838,Bird
1839,Bird
1840,Bird
1841,Bird
1842,Airplane
1843,Airplane
1844,Airplane
1845,Airplane
1846,Airplane
1847,Bird
1848,Bird
1849,Airplane
1850,Bird
1851,Airplane
1852,Bird
1853,Bird
1854,Airplane
1855,Airplane
1856,Airplane
1857,Airplane
1858,Bird
1859,Bird
1860,Airplane
1861,Bird
1862,Airplane
1863,Bird
1864,Bird
1865,Bird
1866,Airplane
1867,Airplane
1868,Airplane
1869,Airplane
1870,Airplane
1871,Bird
1872,Airplane
1873,Bird
1874,Bird
1875,Bird
1876,Bird
1877,Bird
1878,Bird
1879,Bird
1880,Airplane
1881,Bird
1882,Airplane
1883,Airplane
1884,Bird
1885,Bird
1886,Airplane
1887,Bird
1888,Bird
1889,Airplane
1890,Airplane
1891,Airplane
1892,Airplane
1893,Airplane
1894,Airplane
1895,Bird
1896,Bird
1897,Bird
1898,Bird
1899,Bird
1900,Airplane
1901,Bird
1902,Airplane
1903,Bird
1904,Airplane
1905,Airplane
1906,Airplane
1907,Airplane
1908,Airplane
1909,Airplane
1910,Airplane
1911,Bird
1912,Bird
1913,Airplane
1914,Airplane
1915,Bird
1916,Bird
1917,Bird
1918,Bird
1919,Bird
1920,Airplane
1921,Bird
1922,Airplane
1923,Airplane
1924,Airplane
1925,Bird
1926,Airplane
1927,Airplane
1928,Bird
1929,Airplane
1930,Airplane
1931,Airplane
1932,Bird
1933,Airplane
1934,Bird
1935,Airplane
1936,Bird
1937,Bird
1938,Bird
1939,Airplane
1940,Bird
1941,Bird
1942,Bird
1943,Airplane
1944,Bird
1945,Airplane
1946,Bird
1947,Bird
1948,Bird
1949,Bird
1950,Bird
1951,Bird
1952,Airplane
1953,Bird
1954,Airplane
1955,Airplane
1956,Airplane
1957,Airplane
1958,Bird
1959,Bird
1960,Bird
1961,Airplane
1962,Bird
1963,Bird
1964,Bird
1965,Airplane
1966,Bird
1967,Airplane
1968,Airplane
1969,Airplane
1970,Airplane
1971,Bird
1972,Airplane
1973,Airplane
1974,Bird
1975,Airplane
1976,Bird
1977,Bird
1978,Airplane
1979,Airplane
1980,Bird
1981,Bird
1982,Airplane
1983,Bird
1984,Airplane
1985,Bird
1986,Airplane
1987,Bird
1988,Airplane
1989,Airplane
1990,Bird
1991,Airplane
